startup_name,date,sector,sub_sector,city,investors,round_type,amount_usd,year,month
Seenit,2017-03-01,Consumer Internet,AI based Fashion Search Portal,Kolkata,"Calcutta Angels Network (CAN), Augment Ventures",Seed,0.0,2017.0,3.0
Paalak,2017-03-01,ECommerce,Fresh Produce Selling portal,Delhi,"Vishwadeep Bajaj, Harsh Kundra, Nandkumar Rane, LN Buddharaju, Anupam Tyagi",Seed,0.0,2017.0,3.0
Celes Care,2017-03-02,Consumer Internet,Women Healthcare & Information portal,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,1500000.0,2017.0,3.0
Karomi,2017-03-02,Technology,Packaging Artwork Management software,Chennai,Ideaspring Capital,Seed,500000.0,2017.0,3.0
Red Carpet,2017-03-02,Consumer Internet,Micro Lending platform,Gurgaon,Lightspeed Venture Partners,Private Equity,2500000.0,2017.0,3.0
Kreate Konnect,2017-03-02,Technology,End-to-End Seller e-commerce solutions Provider,Vadodara,Langoor,Seed,0.0,2017.0,3.0
Creditmantri,2017-03-02,Consumer Internet,Online Credit score & lending platform,Chennai,Quona Capital,Private Equity,7600000.0,2017.0,3.0
Lets Endorse,2017-03-03,Consumer Internet,Online Ecosystem of social innovators,Bengaluru,"Chandigarh Angels Network, Social Alpha and other unnamed angel investors",Seed,0.0,2017.0,3.0
Tydy,2017-03-03,Technology,Employee Onboarding and Engagement platform,Bengaluru,"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",Seed,275000.0,2017.0,3.0
Nactus,2017-03-03,Consumer Internet,Professional Tutors discovery & booking mobile app,Jaipur,"Sandeep Aggarwal, Gautam Chhaochharia, R Balachandar",Seed,0.0,2017.0,3.0
Oho Shop,2017-03-03,Technology,eCommerce Mobile App Builder,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,6700000.0,2017.0,3.0
Emojifi,2017-03-03,Consumer Internet,Mobile App for live emoji,Hyderabad,Undisclosed angel investors,Seed,0.0,2017.0,3.0
Paytm Marketplace,2017-03-03,ECommerce,ECommerce Marketplace,Bengaluru,Alibaba,Private Equity,200000000.0,2017.0,3.0
Igenetics,2017-03-04,Healthcare,Health Diagnostic Solutions,Mumbai,CDC Group Plc,Private Equity,19500000.0,2017.0,3.0
Juno Clinic,2017-03-06,Consumer Internet,Online Counseling Platform,Mumbai,Atul Nishar,Seed,1200000.0,2017.0,3.0
Summerlabel,2017-03-06,Consumer Internet,Fashion and Lifestyle discovery platform,Gurgaon,"Aneesh Seth, Tushar Mittal",Seed,150000.0,2017.0,3.0
Pickme,2017-03-06,Consumer Internet,Gadget Insurance & Repair Services platform,Mumbai,SIDBI Venture Capital Fund,Private Equity,1790000.0,2017.0,3.0
Agrostar,2017-03-07,Technology,Direct-to-Farmer Mobile-Based Retail platform,Pune,Accel Partners,Private Equity,10000000.0,2017.0,3.0
Zapr,2017-03-07,Technology,"DSP, TV Analytics & Cross-Platform advertising",Bengaluru,Star India Pvt Ltd,Private Equity,10000000.0,2017.0,3.0
Data Resolve,2017-03-07,Technology,Cyber Security Solutions,Noida,IDFC Parampara Early Stage Opportunities Fund,Private Equity,1000000.0,2017.0,3.0
Book Servicing,2017-03-07,Consumer Internet,Online Vehicle Services Booking platform,Delhi,National Science and Technology Entrepreneurship Development Board,Seed,30000.0,2017.0,3.0
Blowhorn,2017-03-07,Consumer Internet,Intra-City Logistics provider,Bengaluru,"IDG Ventures India, Michael & Susan Dell Foundation, Draper Associates, Unitus Seed Fund",Private Equity,3650000.0,2017.0,3.0
Rivigo,2017-03-08,Logistics,Technology Enabled Logistics Company,Gurgaon,Private Sector Banks (Debt Funding),Private Equity,15000000.0,2017.0,3.0
Pipecandy,2017-03-08,Technology,Intelligent Sales Prospecting Platform,Chennai,"IDG ventures, Axilor Ventures, Emergent Ventures, Indian Angel Network",Seed,1100000.0,2017.0,3.0
Supr Daily,2017-03-08,Consumer Internet,Subscription based Home Delivery Platform,Mumbai,Y Combinator,Seed,120000.0,2017.0,3.0
Parentune,2017-03-08,Consumer Internet,Online Community for Parents,Gurgaon,"Kae Capital, SEGNEL Ventures",Private Equity,0.0,2017.0,3.0
Appbrowzer,2017-03-09,Consumer Internet,Instant Mobile Apps Store,Bengaluru,Deepak Gurnani,Seed,500000.0,2017.0,3.0
Magicbricks,2017-03-09,Consumer Internet,Online Real Estate Portal,Mumbai,Times Internet Ltd,Private Equity,4500000.0,2017.0,3.0
Peebuddy,2017-03-10,Healthcare,Female Hygiene product manufacturer,Delhi,Indian Angel Network,Seed,443000.0,2017.0,3.0
Iorderfresh,2017-03-10,ECommerce,Online fresh fruits and grocery store,Delhi,Singapore Angel Network,Seed,0.0,2017.0,3.0
Lavelle Networks,2017-03-10,Technology,SDN Solutions,Bengaluru,Ideaspring Capital,Seed,600000.0,2017.0,3.0
Propertyshare,2017-03-10,Consumer Internet,Fractional Proerty Ownership & Rental platform,Bengaluru,"Asuka, Pravega Ventures, BEENEXT",Seed,0.0,2017.0,3.0
Mydermacy,2017-03-14,Consumer Internet,Online Dermatology consultation platform,Delhi,Cyber Carrier,Private Equity,0.0,2017.0,3.0
Latestone,2017-03-15,eCommerce,Tech Accessories e-tailer,Hyderabad,"Florintree, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth",Private Equity,3350000.0,2017.0,3.0
Frapperz,2017-03-15,Consumer Internet,On-demand home services provider,Kolkata,Undisclosed Investor,Seed,100000.0,2017.0,3.0
Mpaani,2017-03-16,Consumer Internet,Loyalty rewards app,Mumbai,"IDG Ventures, Blume Ventures, Saha Fund,",Private Equity,1350000.0,2017.0,3.0
Shilpmis,2017-03-16,Technology,Virtual Reality platform,Surat,"Puneet Gupta, Nimitt Desai & Others",Seed,0.0,2017.0,3.0
Popxo,2017-03-16,Consumer Internet,Digital Media publication for women,Delhi,"GREE Ventures, Kalaari Capital and IDG Ventures India, Summit Media, Atul Goel, and Gurpreet Singh",Private Equity,3100000.0,2017.0,3.0
Fitso,2017-03-16,Consumer Internet,Fitness Mobile App,Gurgaon,"Sujeet Kumar, Bhupender Singh, Yashish Dhaiya",Seed,200000.0,2017.0,3.0
Farmart,2017-03-17,Technology,Farming rental equipment provider,Gurgaon,Indian Angel Network,Seed,0.0,2017.0,3.0
Flipkart,2017-03-21,eCommerce,ECommerce Marketplace,Bengaluru,"Microsoft, eBay, Tencent Holdings",Private Equity,1400000000.0,2017.0,3.0
Airpay,2017-03-21,Technology,Online payment Gateway,Mumbai,"Kalaari Capital, Rakesh and Rajesh Jhunjhunwala",Private Equity,3670000.0,2017.0,3.0
Myglamm,2017-03-21,Consumer Internet,On-Demand Beauty Services,Mumbai,L\\xe2\\x80\\x99Occitane,Private Equity,5300000.0,2017.0,3.0
The Mons Co.,2017-03-22,eCommerce,Pregnancy & Baby Care etailer,Delhi,"Shripad Nadkarni, Nandu Nandkishore",Seed,0.0,2017.0,3.0
Haqdarshak,2017-03-22,Consumer Internet,Tech-Enabled Social Enterprise,Bengaluru,"Ravi Saxena, Sandeep Raju,",Seed,191000.0,2017.0,3.0
Ixigo,2017-03-23,Consumer Internet,Online Travel Search Engine,Gurgaon,"Sequoia Capital, Kinzon Capital",Private Equity,15000000.0,2017.0,3.0
Markets And Markets,2017-03-23,Technology,Marketing Research Company,Pune,"FTV Capital, Zodius Capital",Private Equity,56000000.0,2017.0,3.0
Bizom,2017-03-24,Technology,supply chain automation platform,Bengaluru,Ojas Ventures,Seed,382000.0,2017.0,3.0
Babyonboard,2017-03-24,Consumer Internet,Parenting Mobile App,Bengaluru,"Mahavir Sharma, Vishal Jain, Rohit Sethi, Gaurav Luniya",Seed,0.0,2017.0,3.0
Delhivery,2017-03-24,Technology,Tech enabled Fulfilment & Logistics Solutions,Delhi,"Carlyle Group, Tiger Global",Private Equity,100000000.0,2017.0,3.0
Sport Flashes,2017-03-27,Consumer Internet,Sports Based Online Media portal,Delhi,"Vikas Bajaj, Amit Kharbanda,",Seed,0.0,2017.0,3.0
Fynd,2017-03-28,ECommerce,Online fashion marketplace,Mumbai,Venture Catalysts,Private Equity,500000.0,2017.0,3.0
Wigzo,2017-03-28,Technology,Enterprise Automation suite,Delhi,3one4 capital,Private Equity,0.0,2017.0,3.0
Donething,2017-03-28,Consumer Internet,On-demand Personal Assistant service,Gurgaon,Brand Capital,Private Equity,300000.0,2017.0,3.0
Zapyle,2017-03-29,ECommerce,Luxury Fashion Marketplace,Bengaluru,Undisclosed Investors,Seed,0.0,2017.0,3.0
Ithaka,2017-03-29,Consumer Internet,Vacation Trip Planning platform,Mumbai,"Ankit Gupta, Puneet Motihar",Seed,325000.0,2017.0,3.0
Perpule,2017-03-29,eCommerce,Self-Checkout ECommerce App,Bengaluru,KStart Capital,Seed,650000.0,2017.0,3.0
Byju\\Xe2\\X80\\X99S,2017-03-29,Consumer Internet,Online Education Platform,Bengaluru,Verlinvest,Private Equity,0.0,2017.0,3.0
Licious,2017-03-29,ECommerce,Online Meat Ordering platform,Bengaluru,"Mayfield India, 3one4 Capital, Sistema Asia Fund, Neoplux Technology Fund",Private Equity,10000000.0,2017.0,3.0
Medinfi,2017-03-29,Consumer Internet,Doctor & Hospital search Platform,Bengaluru,"Vinod Martin, Hemant Kaul, Prof. Ram Kumar Kakani & Others",Seed,50000.0,2017.0,3.0
Indus Os,2017-03-30,Technology,Mobile OS creator,Mumbai,"JSW Ventures, VenturEast",Private Equity,0.0,2017.0,3.0
Emflux Motors,2017-03-30,Technology,Electric Motorcycle manufacturer,Bengaluru,"Meher Roy, Nikhil Arora, Meet Kanodia, Krit Sankalp, Nitish Singh, Risabh Gupta",Seed,0.0,2017.0,3.0
Klinic App,2017-03-30,Consumer Internet,Pathology & Diagnostic Tests Portal,Gurgaon,Om Chaudhry,Seed,0.0,2017.0,3.0
Jhakaas,2017-03-31,Consumer Internet,Offline Business Aggregator App,Mumbai,"Malini Patel, Stelcore Management Services, Anjani Prasad",Seed,155000.0,2017.0,3.0
Oriano Solar,2017-03-31,Technology,Turnkey Solar Solutions,Mumbai,Samridhi Fund,Private Equity,3000000.0,2017.0,3.0
Bigbasket,2017-03-31,ECommerce,Online Grocer,Bengaluru,Trifecta Capital,Private Equity,7000000.0,2017.0,3.0
Rooter,2017-03-31,Consumer Internet,Sports engagement platform,Delhi,Intex Technologies,Private Equity,0.0,2017.0,3.0
Falconbrick,2017-03-31,Technology,Real-Estate Workflow mobile app,Bengaluru,"Satveer Thakral, LetsVenture, Mumbai Angels",Seed,0.0,2017.0,3.0
Icertis,2017-03-31,Technology,ERP solutions provider,Pune,"B Capital Group, Ignition Partners, Greycroft, e.ventures,\\xc2\\xa0 Eight Roads Ventures",Private Equity,25000000.0,2017.0,3.0
Clodura,2017-02-02,Technology,Intelligent Sales Assistant,Pune,Undisclosed Investors,Seed,0.0,2017.0,2.0
Stockroom.Io,2017-02-03,Consumer Internet,Curated Platform for Developers,Hyderabad,"Satya D Sinha, Gyanendra Singh",Seed,0.0,2017.0,2.0
Capital Float,2017-02-06,Consumer Internet,Online lending platform,Bengaluru,IFMR Capital Finance,Private Equity,2500000.0,2017.0,2.0
Imanagemyhotel,2017-02-06,Technology,Hotel Management Solution,Kolkata,Jaarvis Accelerator,Seed,0.0,2017.0,2.0
Inner Hour,2017-02-07,Consumer Internet,Online Counselling Platform,Mumbai,"Batlivala & Karani Securities, Venture Works",Seed,450000.0,2017.0,2.0
Travel Triangle,2017-02-07,Consumer Internet,Online travel agent marketplace,Noida,"RB Investments, SAIF Partners, Bessemer Venture Partners",Private Equity,10000000.0,2017.0,2.0
Wandertrails,2017-02-08,Consumer Internet,"Online Travel, Adventure & Activities Portal",Bengaluru,Earlsfield Capital,Seed,1000000.0,2017.0,2.0
Zenatix,2017-02-08,Technology,IoT Based Energy Monitoring & Control,Gurgaon,"pi Ventures, Blume Ventures",Private Equity,1200000.0,2017.0,2.0
Cartrade,2017-02-08,Consumer Internet,Automobile Classifieds Portal,Mumbai,Temasek Holdings,Private Equity,55000000.0,2017.0,2.0
Mindyourfleet,2017-02-08,Technology,Car Rental Software Solutions,Noida,"Japan Vyas, Tarun Adlakha",Seed,0.0,2017.0,2.0
Edurev,2017-02-08,Consumer Internet,Online Education Portal,Gurgaon,Facebook FB Start programme,Seed,40000.0,2017.0,2.0
Voonik,2017-02-09,ECommerce,Women Apparel & Lifestyle etailer,Bengaluru,"RB Investments, Sequoia Capital",Private Equity,6000000.0,2017.0,2.0
1Crowd,2017-02-09,Finance,Startup Crowd-funding platform,Mumbai,Ganesh Natarajan,Seed,0.0,2017.0,2.0
Wooplr,2017-02-09,ECommerce,Women Fashion Portal,Bengaluru,"Sistema Asia Fund, Amereus Group, Helion Ventures",Private Equity,8000000.0,2017.0,2.0
48East,2017-02-10,ECommerce,Online Food Delivery Platform,Bengaluru,Al Dhaheri family,Private Equity,500000.0,2017.0,2.0
Redesyn,2017-02-10,Consumer Internet,Tech Enabler for Artists,Mumbai,ThinQbate,Seed,0.0,2017.0,2.0
Sigtuple,2017-02-13,Technology,Medical Automation platform,Bengaluru,"Accel Partners, IDG Ventures, Endiya Partners, pi Ventures, VH Capital, Axilor Partners",Private Equity,5800000.0,2017.0,2.0
Flutura,2017-02-13,Technology,Decision Sciences Analytics Solutions,Bengaluru,"Vertex Ventures, Lumis Partners",Private Equity,7500000.0,2017.0,2.0
Wassup,2017-02-13,Consumer Internet,On Demand Laundry & Dry Cleaning Services,Chennai,Anil Jain & other HNIs,Private Equity,3200000.0,2017.0,2.0
Better Mortgage,2017-02-13,Consumer Internet,Mortgage Offering Platform,Gurgaon,"Kleiner Perkins, Goldman Sachs, Pine Brook",Private Equity,15000000.0,2017.0,2.0
Nurturey,2017-02-13,Consumer Internet,Parenting Mobile App,Delhi,Mohit Joshi & Others,Seed,330000.0,2017.0,2.0
Fyle,2017-02-13,Technology,Expense Management Solution,Bengaluru,Pravega Ventures,Seed,400000.0,2017.0,2.0
Gobumpr,2017-02-14,Consumer Internet,Online Bike & Car Services provider,Chennai,"Mahalingam K, Girish Mathrubootham",Seed,300000.0,2017.0,2.0
Ccavenue,2017-02-14,Consumer Internet,Online Payment Gateway,Mumbai,Infibeam,Private Equity,22400000.0,2017.0,2.0
Connaizen,2017-02-14,Technology,Data Analytics platform,Delhi,Vikram Sud,Seed,0.0,2017.0,2.0
Innov8,2017-02-15,Consumer Internet,Co-Working Space Platform,Delhi,"Vijay Shekhar Sharma, Rajan Anandan, Kunal Shah, Girish Mathrubootham, Punit Soni, Anand Chandrasekaran, Sunil Kalra, Utsav Somani, Vishal Gondal, Vikram Limaye",Seed,0.0,2017.0,2.0
Zestmoney,2017-02-15,Consumer Internet,Online Consumer Lending platform,Bengaluru,"PayU, Ribbit Capital, Omidyar Network",Private Equity,6500000.0,2017.0,2.0
Airzaar,2017-02-15,Technology,Drone operations management platform,Missourie,Quake Capital,Seed,350000.0,2017.0,2.0
Truebil,2017-02-16,Consumer Internet,Online Marketplace for Used Cars,Mumbai,Shunwei Capital,Private Equity,3000000.0,2017.0,2.0
Yourstory,2017-02-16,Consumer Internet,Online Media,Bengaluru,"Kalaari Capital Partners, Qualcomm, 3ONE4 Capital Advisors, UC-RNT",Private Equity,3000000.0,2017.0,2.0
Imaginate,2017-02-17,Technology,AR & VR platform,Hyderabad,SRI Capital,Seed,500000.0,2017.0,2.0
The Ken,2017-02-17,Consumer Internet,Online Media Platform,Bengaluru,"Aprameya Radhakrishna, Deepak Natraj, Girish Mathrubootham, Mahesh Murthy, Pallav Nadhani, Pavan Ongole, Sandeep Mathur, Vijay Shekhar Sharma & Others",Seed,400000.0,2017.0,2.0
Urban Ladder,2017-02-17,ECommerce,Online Furniture Store,Bengaluru,"Kalaari Capital, SAIF Partners, Steadview Capital, Sequoia Capital",Private Equity,15200000.0,2017.0,2.0
Aisle,2017-02-17,Consumer Internet,Online match-making app,Bengaluru,"Konglo Ventures, White Unicorn Ventures, LetsVenture",Seed,0.0,2017.0,2.0
Townscript,2017-02-17,Consumer Internet,DIY event registration and ticketing portal,Pune,BookMyShow,Private Equity,0.0,2017.0,2.0
Leopetra,2017-02-17,eCommerce,Solution provider for pet needs,Mumbai,Facebook FBStart,Seed,40000.0,2017.0,2.0
Blood N Care,2017-02-18,Consumer Internet,First Aid care app,Gurgaon,Facebook FBStart,Seed,40000.0,2017.0,2.0
Flipkart,2017-02-20,eCommerce,Online Marketplace,Bengaluru,"Bennett, Coleman and Co. Ltd (BCCL)",Private Equity,38700000.0,2017.0,2.0
True Balance,2017-02-21,Consumer Internet,Mobile balance Checking App,Gurgaon,"Softbank Ventures Korea, IMM Investment",Private Equity,15000000.0,2017.0,2.0
Vebbler,2017-02-22,Consumer Internet,Photo Sharing for Groups,Bengaluru,Facebook FBStart,Seed,40000.0,2017.0,2.0
Get My Parking,2017-02-23,Consumer Internet,Smart Parking Platform,Delhi,"Indian Angel Network (IAN), BEENEXT, The Chennai Angels, Sunil Munjal",Private Equity,1100000.0,2017.0,2.0
Lets Reap,2017-02-23,Consumer Internet,B2B Mobile App for Pharmacies,Mumbai,"Kunal Shah, Sandeep Tandon, Nitin Saluja, Gagan Goyal",Seed,0.0,2017.0,2.0
Oglas,2017-02-24,Consumer Internet,Mobile Advertising App,Noida,"Pankaj Rungta, Yogesh Agarwal",Seed,0.0,2017.0,2.0
Staydobe,2017-02-27,Consumer Internet,Co-Living Spaces Aggregator,Bengaluru,Ishan Manaktala,Seed,0.0,2017.0,2.0
Biryani By Kilo,2017-02-27,Consumer Internet,Online Food Ordering & Delivery Portal,Gurgaon,"Chandigarh Angels, Ashish Gupta, Rohit, Ashish Chand, Sunil Singh & Others",Seed,375000.0,2017.0,2.0
Johari Shop,2017-02-27,ECommerce,Online Jewellery etailer,Bengaluru,Undisclosed Investors,Seed,94000.0,2017.0,2.0
Neostencil,2017-02-28,Consumer Internet,Live Online Coaching Classes,Delhi,"Brand Capital, Paragon Trust",Private Equity,1000000.0,2017.0,2.0
Blackbuck,2017-02-28,Logistics,Online freight aggregator,Bengaluru,"Sands Capital, IFC, Accel Partners, Flipkart, Sanjiv Rangrass",Private Equity,70000000.0,2017.0,2.0
Taxsutra,2017-01-02,Consumer Internet,Online Tax Filing platform,Pune,"TV Mohandas Pai, V Balakrishnan, PV Srinivasan",Seed,366000.0,2017.0,1.0
Tempogo,2017-01-03,Technology,IoT & SAAS Solutions for Transportation Industry,Panaji,K2 Capital,Seed,825000.0,2017.0,1.0
Gofynd,2017-01-03,ecommerce,Fashion ecommerce portal,Mumbai,"Anand Chandrasekaran, Rajiv Mehta, Ramakant Sharma",Seed,0.0,2017.0,1.0
Vow Car Clinic,2017-01-03,Consumer Internet,Online/App Based Car cleaning service provider,Gurgaon,Vishal Malik,Seed,0.0,2017.0,1.0
Learntron,2017-01-04,Technology,Blended Learning Delivery App for Schools & Corporates,Chennai,Kae Capital,Seed,0.0,2017.0,1.0
Mobident,2017-01-05,Consumer Internet,Dentist Appointments booking platform,Bengaluru,DanGold Investment Corp,Private Equity,0.0,2017.0,1.0
Yostra,2017-01-05,Technology,Healthcare Technology Solutions,Bengaluru,"Marico Innovation Foundation (MIF), Villgro",Private Equity,0.0,2017.0,1.0
Leap India,2017-01-06,Logistics,Supply Chain Solutions Provider,Mumbai,"India Nivesh Growth Fund, Sixth Sense, TCI Ventures",Private Equity,13000000.0,2017.0,1.0
Freecharge,2017-01-07,Consumer Internet,Mobile Wallet,Mumbai,Jasper Infotech Pvt Ltd,Private Equity,57000000.0,2017.0,1.0
Ticketnew,2017-01-09,Consumer Internet,Movie Ticket Booking platform,Chennai,Alibaba Pictures,Private Equity,35000000.0,2017.0,1.0
Intelligence Node,2017-01-10,Technology,SAAS Based Retail Analytics Solutions,Mumbai,BlackSoil Capital Pvt Ltd,Private Equity,800000.0,2017.0,1.0
Securens,2017-01-10,Technology,e-surveillance services provider,Mumbai,"Mayfield India, Trifecta Capital",Private Equity,5000000.0,2017.0,1.0
Loan Frame,2017-01-10,Consumer Internet,Small Business Loans Marketplace platform,Gurgaon,"Vedanta Capital, William Campbell, Toos N Daruvala",Private Equity,2250000.0,2017.0,1.0
Driveskool,2017-01-10,Consumer Internet,online marketplace for driving schools,Bengaluru,Aavya Ventures,Seed,0.0,2017.0,1.0
Medinfi,2017-01-10,Consumer Internet,Doctor & Clinic Discovery portal,Bengaluru,"Vinod Martin, Evan Lim, Kanchan Ghoshal, Ram Kumar Kakani",Seed,100000.0,2017.0,1.0
Lenskart,2017-01-10,eCommerce,Online eyewear retailer,Bengaluru,Ronnie Screwvala,Private Equity,3500000.0,2017.0,1.0
Instaoffice,2017-01-11,Consumer Internet,CoWorking Spaces booking platform,Gurgaon,"Zishaan Hayath, Karan Chellani, Mohit Satyan",Seed,0.0,2017.0,1.0
Hansel.Io,2017-01-12,Consumer Internet,Real-time Mobile App Management Platform,Bengaluru,"IDG Ventures, Endiya Partners",Private Equity,1350000.0,2017.0,1.0
Square Yards,2017-01-12,Consumer Internet,Property Search Aggregator platform,Gurgaon,"Lohia Group, Andre Hoffman",Private Equity,10000000.0,2017.0,1.0
Roambee,2017-01-13,Technology,IoT smart Logistics and Asset Management Company,Mumbai,Deutsche Telekom Strategic Investments & Others,Private Equity,4100000.0,2017.0,1.0
Paisawapas,2017-01-13,Consumer Internet,Cashback & Coupons platform,Bengaluru,Vividhity Ventures,Seed,0.0,2017.0,1.0
Iservice,2017-01-13,Consumer Internet,Gadgets Repair & Service Booking platform,Bengaluru,"Blume Ventures, Girish Mathrubootham, Aprameya Radhakrishna",Seed,440000.0,2017.0,1.0
Unacademy,2017-01-14,Consumer Internet,Online learning platform,Bengaluru,"Nexus Venture Partners, Blume Ventures",Private Equity,4500000.0,2017.0,1.0
